id;f_10
44c60a7ea3b24d058306c7567fbef729;Outliers and related problems
44cdb93e09fd4c06aa4e13d923f862f0;Antiferromagnetic structure and electronic properties of BaCr2As2 and BaCrFeAs2
44f98e1f28d94e00b7c2067102582e57;Sound Event Detection in Synthetic Audio: Analysis of the DCASE 2016 Task Results
4523b0925f8f4bb3a8a8583c7790ee22;Min-max formulas and other properties of certain classes of nonconvex effective Hamiltonians
4542244b27d64f8f9c0731363f29a451;"Comment on ""Laser cooling of $^{173}$Yb for isotope separation and precision hyperfine spectroscopy"""
4550112e11a04dc29ccd8fbd320bbe08;Inverse problem for multi-species mean field models in the low temperature phase
4559298472c34cffabe95b86a778e770;
45639c40017e41d882549e67cda2817e;Constructive Néron Desingularization of algebras with big smooth locus
457b7453c2d347b89db9780147590ede;Twofold triple systems with cyclic 2-intersecting Gray codes
457f6f0e2aa04f5b945a3f4f524726d1;Topological $\mathbb{Z}_2$ Resonating-Valence-Bond Spin Liquid on the Square Lattice
458a9d9971b84a618e82e387efd5e1e2;The Salesman's Improved Tours for Fundamental Classes
458be56841434f789e21b5f35408b49c;Neural correlates of episodic memory in the Memento cohort
45a38dd8541345918bd172727a049cb6;Buildings-to-Grid Integration Framework
45adac2a11bd42a3b96dddff9af7a879;On the Total Forcing Number of a Graph
45af4dfa6ff94a9a99e8a56dc95aa481;The imprint of neutrinos on clustering in redshift-space
45b6300540e940669ff778262f6085d1;On the smallest non-abelian quotient of $\mathrm{Aut}(F_n)$
45bef0d4b9e841d38de9b3bb5fa81461;
45bffa455d0f42eab043ac9ed6aad4e2;Hybrid CTC-Attention based End-to-End Speech Recognition using Subword Units
45c106c0322749a791f4b2cfa26119aa;A Framework for Automated Cellular Network Tuning with Reinforcement Learning
45c4458914e1434ea5290b482b64f6f5;
45c94d92083b4ed4aaf83074dd34aea5;Propensity score estimation using classification and regression trees in the presence of missing covariate data
45f6005f0d83425088c4056994076f60;Volatility estimation for stochastic PDEs using high-frequency observations
45ffcbae15454d63befd33242b408f3b;The concentration-mass relation of clusters of galaxies from the OmegaWINGS survey
4604cac9df55421eacf5a392a17f0323;Markov $L_2$-inequality with the Laguerre weight
4607fefb89664804ae27effa4ed219e4;Effect of increasing disorder on domains of the two-dimensional Coulomb glass
461b40506b61456ebcb69d64045cf3ad;Obtaining a Proportional Allocation by Deleting Items
46359cbb9287406eb57cc72a4bbbc21a;Sharp asymptotic and finite-sample rates of convergence of empirical measures in Wasserstein distance
4649dfbbc7c44b28a3a7d0ae42da60f1;Context2Name: A Deep Learning-Based Approach to Infer Natural Variable Names from Usage Contexts
4650c94ba7554a16a3f8372b1171e3ab;Models for Predicting Community-Specific Interest in News Articles
46576e3e0562480d80716d74db38f145;Acceleration and Averaging in Stochastic Mirror Descent Dynamics
465887e8d9e64fda9eb0f7fc80713336;A general theory of singular values with applications to signal denoising
4678791ab5524fbf8c20e6611dbfc513;The Power of Non-Determinism in Higher-Order Implicit Complexity
4689c25a41f54bbc845cec8ad092939e;Quantifying tidal stream disruption in a simulated Milky Way
468a0c0b44fe4a11992f1cfdd2b58e1f;Scalable Spectrum Allocation and User Association in Networks with Many Small Cells
46957b1297c147abb68cbe148a080656;Utilizing Lexical Similarity between Related, Low-resource Languages for Pivot-based SMT
46a696d6577f4eda9e8f4a012dd0766a;Improving Speech Related Facial Action Unit Recognition by Audiovisual Information Fusion
46af3e228ffa46bf8a0f9b5e89eb3e70;Hirzebruch L-polynomials and multiple zeta values
46c9c7d4d0964ca3bf43ca46725a1fe5;On the existence of homoclinic type solutions of inhomogenous Lagrangian systems
46d8ce5bc5684aeba423fdbb7ffae35d;Decentralized Control of a Hexapod Robot Using a Wireless Time Synchronized Network
46e0690ebd314c44828851aeecec3201;Large Magellanic Cloud Near-Infrared Synoptic Survey. V. Period-Luminosity Relations of Miras
46ee38329e3b4220939ea055437509d6;Characterizing the number of coloured $m$-ary partitions modulo $m$, with and without gaps
4726e40c82744c078801425669ef1ad1;The neighborhood lattice for encoding partial correlations in a Hilbert space
473ed4ef40f94847aa538b3266bee9cc;GXNOR-Net: Training deep neural networks with ternary weights and activations without full-precision memory under a unified discretization framework
4757b8d5c4c84473832051a96a96b1ec;
475ca6930c9546c5a3a52d53835efd2b;Fourier analysis of serial dependence measures
47655226910f411b83f7f743ca5f4cf4;Flexible Level-1 Consensus Ensuring Stable Social Choice: Analysis and Algorithms
476fac7dd7c347978baa2c1981b89d9a;On Quadratic Penalties in Elastic Weight Consolidation
477f728aa5434cccb36da68f21756525;Measuring Information Leakage in Website Fingerprinting Attacks
477fff7f990746f8a94207e897fc6ddb;
47957d6ea48b47d8854db2d998446dcd;$ε$-Regularity and Structure of 4-dimensional Shrinking Ricci Solitons
47a2561c0e33495e92bd0a5c70c3bada;Efficient and Adaptive Linear Regression in Semi-Supervised Settings
47ab7bb89520442ca9b94924c8d3297c;Completely $p$-primitive binary quadratic forms
47afd8021daf4691ae1ae66ee8b07227;Adaptive local surface refinement based on LR NURBS and its application to contact
47ba1a9e92d74f24aa406761db31992e;Increasing the Reusability of Enforcers with Lifecycle Events
47c56ba0149a47e8882004e37de99710;
47e174f4b4d74d5e881c5eb1a963b286;Accelerated Sparse Subspace Clustering
47ea63a8e41f4612acb5bd3282fad7c3;PeerReview4All: Fair and Accurate Reviewer Assignment in Peer Review
47f67a7684a94921ab7b6e6077665054;Whitehead torsion of inertial h-cobordisms
48065da1f152427e81590a6efd0e8069;
480a631f2b594f038ec1644825fb8301;Is there any polynomial upper bound for the universal labeling of graphs?
4826e5f9b276497d969959321e41c835;Formal Synthesis of Control Strategies for Positive Monotone Systems
482d2f85f45b4942bf926570104b2f6f;On Fundamental Limits of Robust Learning
483f1db33bb04fa6a9f5db50ab98170d;Neural Control Variates for Variance Reduction
487fef40b0534072ab660340fffef360;
488cd589342547678000e4586940196b;Quasi-flat representations of uniform groups and quantum groups
48a70b3be12d4a6eb02faf08fdeed576;Characterizing a CCD detector for astronomical purposes: OAUNI Project
48b02e24b6e9475eac23ed4bfaaed794;
48c08341994448888eb55e73cedd6c14;Online Scheduling of Spark Workloads with Mesos using Different Fair Allocation Algorithms
48c6fd301ce54c6980908f58f6c81904;PCA-Initialized Deep Neural Networks Applied To Document Image Analysis
48decaedd814478296ed3da37845eeb3;Lower Bounds on Regret for Noisy Gaussian Process Bandit Optimization
48f14721b53d4b4d9298a7d9ad7c15eb;Resonant inelastic x-ray scattering operators for $t_{2g}$ orbital systems
48fb4e526cf04f9da9e893dfd1475a86;A lower bound of the hyperbolic dimension for meromorphic functions having a logarithmic Hölder tract
48fbaf098f6841968d51ad11778a8ca3;G2-structures for N=1 supersymmetric AdS4 solutions of M-theory
49006f97fdfa4cbd9e968dac60e8f299;The Fan Region at 1.5 GHz. I: Polarized synchrotron emission extending beyond the Perseus Arm
4900b3b4bdae479dbab81cd395a50eec;Vision-Based Multi-Task Manipulation for Inexpensive Robots Using End-To-End Learning from Demonstration
4904d84699394df1aa8da91ae523cbfe;Assistive robotic device: evaluation of intelligent algorithms
4908e29c0f9a458bbe167ea0c512690b;Common Glass-Forming Spin-Liquid State in the Pyrochlore Magnets Dy$_2$Ti$_2$O$_7$ and Ho$_2$Ti$_2$O$_7$
490d8241734740f7a88075b1205b0f0a;On the coherent emission of radio frequency radiation from high energy particle showers
4910e2c493214cfb9a075d18ded7f83f;A New Approach of Exploiting Self-Adjoint Matrix Polynomials of Large Random Matrices for Anomaly Detection and Fault Location
4919645abdfa4a6395b89f7403bcb509;Statistical Challenges in Modeling Big Brain Signals
492777f10ee84b4792a4b5722d702565;Character sums for elliptic curve densities
4928ccd8375e4080807fe5195de533c5;PMU-Based Estimation of Dynamic State Jacobian Matrix
4944b989e5694a15a3f495930fe64016;Diffusion Maps meet Nyström
4944d342eb6044258593a5440066ffa3;DLR : Toward a deep learned rhythmic representation for music content analysis
49562c3b2fb3491ab774b5c09fb3b12a;Attention-based Vocabulary Selection for NMT Decoding
495912c6deb941dca061e924e2072f87;MP2-F12 Basis Set Convergence for the S66 Noncovalent Interactions Benchmark: Transferability of the Complementary Auxiliary Basis Set (CABS)
49643fa76ae740b587c24b96f8488de0;Neural-Brane: Neural Bayesian Personalized Ranking for Attributed Network Embedding
4971120589e54de7818e8c8c0aafd681;
4975293d06b9451ca92654481434a06f;Translating Terminological Expressions in Knowledge Bases with Neural Machine Translation
49a317cac5fc4776ba655677d678ac16;A simple anisotropic three-dimensional quantum spin liquid with fracton topological order
49a8175e10b9499c95c7a217eb254ec4;Training Deep Neural Networks via Optimization Over Graphs
49c31ca1cfe748cf83e19001b63ebfc8;The failure of rational dilation on the symmetrized $n$-disk for any $n\geq 3$
49c738e433904a84844aed665369a8be;A* CCG Parsing with a Supertag and Dependency Factored Model
49cb8442b5a84ccaa8ffe0cbdb7433b6;Differentially Private Bayesian Learning on Distributed Data
49cc1ec1a18e485e9309fa2db6c2c900;Quantum Klein Space and Superspace
49cfa67f5f23445ca0836cc8383c8632;Family-specific scaling laws in bacterial genomes
49dd5fb1803a4164b466505e495f21a4;A Complete Characterization of the 1-Dimensional Intrinsic Cech Persistence Diagrams for Metric Graphs
49f6c0d0e72f432cb5ffd149ce80ba8c;Multiphoton-Excited Fluorescence of Silicon-Vacancy Color Centers in Diamond
49fd49f38c8d4cd8bf2f06f770e98873;
49fe1f1fd1e749a595d88d9e8b7fb46e;Differential quadrature method for space-fractional diffusion equations on 2D irregular domains
4a1465d59307483da00657e2ab28e461;
4a2f817683d24a0483ab36224199502b;On the Privacy of the Opal Data Release: A Response
4a4874f5bd834140ad5285f5b6422d50;Evaluating Graph Signal Processing for Neuroimaging Through Classification and Dimensionality Reduction
4a48e0680e4941bbae9df0c01dd9be4d;First-Order Reversal Curves of the Magnetostructural Phase Transition in FeTe
4a4ee8afc89a4f2f9bd2a2a6ab2e89b7;Inference in high-dimensional linear regression models
4a537e3afcd2430bb57e118631cbb7a5;Convex equipartitions of colored point sets
4a667e6073cd48fcb9f5584da86b568f;Banchoff's sphere and branched covers over the trefoil
4a68da49f6a4455a872ef10ae22652b8;PatternListener: Cracking Android Pattern Lock Using Acoustic Signals
4a6d095a849d4eae9ce5eb825c4938dd;Large-Margin Classification in Hyperbolic Space
4a7e5202039a49969e4057686ae2906e;Optimal Topology Design for Disturbance Minimization in Power Grids
4a811090f35a420097d1a9c37c3dd92f;Weak Convergence of Stationary Empirical Processes
4aa423f02a8a475b9c43d8f1a431fbfd;Accelerating Science with Generative Adversarial Networks: An Application to 3D Particle Showers in Multi-Layer Calorimeters
4abcc2a6aa284b5f8b4320afdf08abe3;
4ac255334e4f48f2bddafaa7423f8b7c;Analysis and Applications of Delay Differential Equations in Biology and Medicine
4ad6bfbe719a4886a045645a697b59bc;Discrete Cycloids from Convex Symmetric Polygons
4af0d0a6ddca4099b7addaa6a9ca1ae8;X-ray emission from thin plasmas. Collisional ionization for atoms and ions of H to Zn
4afba05ebff14b67ae1c769a78aeafa1;
4b1504591ae34423966b5b73ddf299b5;Labeled Memory Networks for Online Model Adaptation
4b1ffb08ac3041d58d9a6f9dcd2766eb;
4b2bd3e308cd4605a66b3443221536d9;Continuous cocycle superrigidity for coinduced actions and relative ends
4b401d27217148498b495ce362505859;A Support Tensor Train Machine
4b416311299b4071900c3181d13dc632;Universal Adversarial Perturbations Against Semantic Image Segmentation
4baa67ca402b46af8f4e806a38074f73;Sobolev GAN
4bd41b2d0f974b80a8693fdd68cba1a7;Singularities and Semistable Degenerations for Symplectic Topology
4bd65a57fb67464dace02e60ab9a6c42;Short-term Motion Prediction of Traffic Actors for Autonomous Driving using Deep Convolutional Networks
4bdc8f9fce4f489cb9757149ba024be2;Multimodal Affect Analysis for Product Feedback Assessment
4be07bb3433a4b86b4f0d8929a723965;
4c004a1a1511418cb6b1d4e2b0c646bf;Monocular Vision-based Vehicle Localization Aided by Fine-grained Classification
4c0345f8b7354459be021ab9e4bf665f;Revealing patterns in HIV viral load data and classifying patients via a novel machine learning cluster summarization method
4c0b81459b394f5ea9fa86518945e0d3;Strongly convex stochastic online optimization on a unit simplex with application to the mixing least square regression
4c289b98b4514e10bb1f5000894b9381;The Italian Pension Gap: a Stochastic Optimal Control Approach
4c5e13cf50c449c189af27ca09374c93;Weyl's law on $RCD^*(K,N)$ metric measure spaces
4c6f6b94a6604107bc9ea2c53c63f334;L-functions and sharp resonances of infinite index congruence subgroups of $SL_2(\mathbb{Z})$
4c891f4cd5cc4a8fbf02b0073abf1a6a;Safe Medicine Recommendation via Medical Knowledge Graph Embedding
4c8c2893d8f143cdbec576d7e62cb40e;Houdini: Fooling Deep Structured Prediction Models
4c8fb839a33f40cc989f86a58a82a1bb;Assessment Formats and Student Learning Performance: What is the Relation?
4cb37aa29cb7493db5bb6f0c706b80af;q-Virasoro algebra and affine Kac-Moody Lie algebras
4cde7fdd849b4fa7a9976aaa1fa91592;Learning to Generalize: Meta-Learning for Domain Generalization
4ce21a30d76a4f7d91012c51433506c3;Unoriented Cobordism Maps on Link Floer Homology
4cf5ca0ae4924adbacf8ec8ae0fa4b0d;A Note on Spectral Clustering and SVD of Graph Data
4cff158b0c1c4723af413fab1791bd8b;Robust Estimation via Robust Gradient Estimation
4d20e5a0f24a4feaa943570f68dac6e7;Efficient Online Timed Pattern Matching by Automata-Based Skipping
4d3bbefacb7b45e9b24dd9701f8e662d;A tail cone version of the Halpern-Läuchli theorem at a large cardinal
4d3dd2f1e4a9431b81ee78a96a06c1fc;
4d50bf675d24443cb624e8cfa1e877d4;Instrumentation and its Interaction with the Secondary Beam for the Fermilab Muon Campus
4d579a5f48b343b4a6931556381f4cf1;
4d67564064124ae48607a81964ccd578;
4d993e96a77f4a39913cacb9a2218378;A note on the approximate admissibility of regularized estimators in the Gaussian sequence model
4da7ead624b8422ca9e665f5725c2910;Tailoring spin defects in diamond
4db7c913cb6343299236d56a529d65c1;Extended Reduced-Form Framework for Non-Life Insurance
4dbc4e70f8cd4c47a303a2d71696db24;A Survey of the State-of-the-Art Parallel Multiple Sequence Alignment Algorithms on Multicore Systems
4dc3f2b7a3d046cfa3f1ef0627fa7dfc;Distributed Stochastic Model Predictive Control for Large-Scale Linear Systems with Private and Common Uncertainty Sources
4dd9a95b04f8458ebd8b17e6e0197ff7;Random Caching Based Cooperative Transmission in Heterogeneous Wireless Networks
4de2cf4e0f4f4e14ab6545a5a20fb8fd;A Proof of the Conjecture of Lehmer and of the Conjecture of Schinzel-Zassenhaus
4de76f433348452b86d28d94779a500b;Solving Parameter Estimation Problems with Discrete Adjoint Exponential Integrators
4df2d5fb3873477ba73b69528a376361;Disentangling top-down vs. bottom-up and low-level vs. high-level influences on eye movements over time
4df8ded0112742b98af768c30597c00d;Deriving Verb Predicates By Clustering Verbs with Arguments
4e1d0fa06a424c12aaf5523ec8f0dbde;Where Classification Fails, Interpretation Rises
4e3e28c3c8ae4c4d9bf88b4af424d6f3;Augmentor: An Image Augmentation Library for Machine Learning
4e5011a009734df39936ada38f7a9420;Exact Recovery with Symmetries for the Doubly-Stochastic Relaxation
4e6a1022db25417aa6cbd932da50c8dd;
4e86c102352f46ddb641bcbf7a49a709;Land Cover Classification via Multi-temporal Spatial Data by Recurrent Neural Networks
4e8f673fe75d447caf77caa2d86e233f;Eventness: Object Detection on Spectrograms for Temporal Localization of Audio Events
4e8f6f4ca52446adad4892b373fcebce;Gaussian Approximation of a Risk Model with Stationary Hawkes Arrivals of Claims
4e9050aff5474caeaadc4d8b85650a57;The homotopy theory of coalgebras over simplicial comonads
4e9c101ca96d4791a5d22e0285de23e6;New descriptions of the weighted Reed-Muller codes and the homogeneous Reed-Muller codes
4ebc4813fcb2425fb0aeb6878875b997;Generating Sentence Planning Variations for Story Telling
4ed8650ded9342a79eaf326ad1664a86;Accelerated Block Coordinate Proximal Gradients with Applications in High Dimensional Statistics
4edbc1250b444337abb2fb4eff71ed3a;
4ee8e1099a4b4913bcad0f9bf156599f;Long-time existence of nonlinear inhomogeneous compressible elastic waves
4f0f8cdf6cb64144a75fcfef6a74d792;
4f27c2f6bd17485892b0df48c555b88d;Semiparametric spectral modeling of the Drosophila connectome
4f29bcf2f79a4d2a853ae388c784e10c;Sampled-Data Boundary Feedback Control of 1-D Parabolic PDEs
4f3e36784f20425097efa61bbc6e15da;GOOWE: Geometrically Optimum and Online-Weighted Ensemble Classifier for Evolving Data Streams
4f5300eaade4437a839d13f4903925aa;Learning the Structure of Generative Models without Labeled Data
4f53b6f0d28f4d659cea27430abf1368;Projected Variational Integrators for Degenerate Lagrangian Systems
4f56d71591ba4885aae10e7ec61f9110;Human Eye Visual Hyperacuity: A New Paradigm for Sensing?
4f5dc649ba324c5f8d4f4c02c87e8d42;Hierarchical Reinforcement Learning: Approximating Optimal Discounted TSP Using Local Policies
4f63549eda774da5bfc9468033267def;Barcode Embeddings for Metric Graphs
4f6366857f884eaeb9512de69756bb5f;Comprehensive Modeling of Three-Phase Distribution Systems via the Bus Admittance Matrix
4f64948e860f463e84c98f1bc1f49160;On the combinatorics of the 2-class classification problem
4f67d80cd1b54074b0d319cd416e7446;Thermalization near integrability in a dipolar quantum Newton's cradle
4f6e6a12f090482f96559a264435bc51;Ranking Median Regression: Learning to Order through Local Consensus
4f943dd7e2234656863bd31dfebb5afe;Regularity and stability results for the level set flow via the mean curvature flow with surgery
4fae2a13d88849a992e3e4f3d4cefa0f;An Experimental Analysis of the Power Consumption of Convolutional Neural Networks for Keyword Spotting
4fbffed706fb4597a4f778fbc4d6e2cf;
4fcec4614fd94a74813f5782da02ece0;Observational Learning by Reinforcement Learning
4fe0a2ae2acd45478381a2261448ae57;$\mathcal{G}$-SGD: Optimizing ReLU Neural Networks in its Positively Scale-Invariant Space
4fe0dfd8412246f7bb6d118b23266e77;Wave propagation modelling in various microearthquake environments using a spectral-element method
4ffaaf2434ea49f99e524a5021b0dadb;Towards Visual Ego-motion Learning in Robots
502c3377274b4ce9b120a7c50aeb062d;Interfacial Mechanical Behaviors in Carbon Nanotube Assemblies
502d48e5079946b6a7971aade62842c2;Universal Construction of Cheater-Identifiable Secret Sharing Against Rushing Cheaters Based on Message Authentication
504184b622164b98b006038b4a808769;Evolution of structure, magnetism and electronic transport in doped pyrochlore iridate Y$_2$Ir$_{2-x}$Ru$_{x}$O$_7$
5046f8e2e7424d6bb3e4396ef3966ed8;Deep Learning Interior Tomography for Region-of-Interest Reconstruction
5098bc956bd1476280ba0f0c0e6f7fca;On exceptional compact homogeneous geometries of type C3
509aab9d090e48d0a7c9f14ec96f7533;Sparsity/Undersampling Tradeoffs in Anisotropic Undersampling, with Applications in MR Imaging/Spectroscopy
50a07e32f48e4e8fb09235ae6f679d2b;
50a19e6638e344d9b39f9bbda1742885;Variational autoencoders for tissue heterogeneity exploration from (almost) no preprocessed mass spectrometry imaging data
50b575a1a52e4810b1a887a509e4ff20;On Functional Graphs of Quadratic Polynomials
50d1495c2b7a4a70b72399822cca8a31;Higher order mobile coverage control with application to localization
50e35b297f7b4ba49e3de99459478ce8;Differentially Private Distributed Learning for Language Modeling Tasks
50e944057094413ba0dec6ad2d66e6bd;Improved nonparametric estimation of the drift in diffusion processes
511da9b9988c4f3e9e05c8afacb38e5a;Kinetic approach to relativistic dissipation
512216f086ee48ecb2c01441d5d0d2b7;General AI Challenge - Round One: Gradual Learning
5133afec905d43d8a0a82273bd2e580c;A step towards Twist Conjecture
5133f8efadcb4afb874b585666ae5995;Fair k-Center Clustering for Data Summarization
515431bf98ea483297bdb75b8cf10613;Rational links and DT invariants of quivers
515bb03641f149008dd38bfc3234a679;Hybrid quantum-classical modeling of quantum dot devices
516a5ad991954e7b97bd72d39a94e15a;Sandwich semigroups in locally small categories II: Transformations
5187eb866b9848dc888563dd14577ce7;
51901d4ad76241b789c2af65732f0d56;The weak rate of convergence for the Euler-Maruyama approximation of one-dimensional stochastic differential equations involving the local times of the unknown process
51c7563a70be4c42be6adf3a09fa3a7b;Sparse Matrix Code Dependence Analysis Simplification at Compile Time
51d20dd7a7ba44c8b4d1d44ee683fe94;Massive data compression for parameter-dependent covariance matrices
51e8e6ac99604b6a9c21fb952a302eb7;Offloading Execution from Edge to Cloud: a Dynamic Node-RED Based Approach
51f3df18b94b499586319ccb6cd3eadb;The Rosetta mission orbiter Science overview the comet phase
521f43a138f64f70af0522a01c8c9de2;Semisimple Leibniz algebras and their derivations and automorphisms
52232bcce04d4d969588e9f2c84bef5d;XSAT of Linear CNF Formulas
524f2ef0d9fc408597e07b8d8c0f630a;Spurious Vanishing Problem in Approximate Vanishing Ideal
5252a68f00dd422eb5b6cadce9d417d3;Gradient-based Training of Slow Feature Analysis by Differentiable Approximate Whitening
52c73e7ce0fb4281bcf989a910f45fdd;
52c959ec886c481180b3057f46500b9d;Machine learning regression on hyperspectral data to estimate multiple water parameters
52cf18c32a0e429ea3b2849e97a0b6f7;Sound Mixed-Precision Optimization with Rewriting
52f807b9e2ec4324a12f4c789110ae3c;
52fb964fc8fb431693fc28fc88f870be;List-Decodable Robust Mean Estimation and Learning Mixtures of Spherical Gaussians
530d97542ab6417cb54fd6ec9d48247e;Application of the Fast Multipole Fully Coupled Poroelastic Displacement Discontinuity Method to Hydraulic Fracturing Problems
530e1e746fcf4f21ab1fd7f3e4deab30;Nonlinear Acceleration of Stochastic Algorithms
5323d3e6c1a14ab5a416523ee7b6ebf7;An Expanded Local Variance Gamma model
5330744958ca40d98e1786e5e830b760;Improved upper bounds in the moving sofa problem
5339a0db381945fca98785cd174c4466;Drawing materials studied by THz spectroscopy
534bbf2bf3f44f39a58270b07eb67d05;Transforming Coroutining Logic Programs into Equivalent CHR Programs
5354665935e8460fadc3f7ab84bde8f0;
5366452da4864317969bd92b23e3cc3d;Mass transfer in asymptotic-giant-branch binary systems
5371439787f64eb49861cf1cdd0199b7;Unraveling the escape dynamics and the nature of the normally hyperbolic invariant manifolds in tidally limited star clusters
5390b8508a23476d872d6f01c9d49a14;
5396b42070b14f94a81072ab4f225f22;Interacting Fields and Flows: Magnetic Hot Jupiters
5397387653864c848c05b37356123e03;Guessing Attacks on Distributed-Storage Systems
53a0b402002843f1b6a26d0d481d4de5;
53b59ad1b8ac4828b44c62b6f998db2a;Benchmarking Automatic Machine Learning Frameworks
53c85524ddaa464c94ef7ff7fef6ccb3;
53c9e11818dc471586922aca6def5496;Proof of FLT by Algebra Identities and Linear Algebra
53de936461f64f2bb89ccc8fe7a15499;
53e14e20f93846b294f4ee1b9cb76958;Non-commutative Discretize-then-Optimize Algorithms for Elliptic PDE-Constrained Optimal Control Problems
541058dc9bc74450aa3a4e9e945ae32c;A Neural Network Approach for Mixing Language Models
542b99e12ed44c02986daa02d7c1326e;
542bbd26f73b435c87c256bae1e89e85;Equal confidence weighted expectation value estimates
544a7f96aaed4640a8ad5df32c14f11b;Detection of the Stellar Intracluster Medium in Perseus (Abell 426)
546783ea1d2c4cdbb53e8948fddf541b;ParaGraphE: A Library for Parallel Knowledge Graph Embedding
547bcd90cde3482e87dfb8a4b4f595e0;Coherent State Mapping Ring-Polymer Molecular Dynamics for Non-Adiabatic quantum propagations
547e0e4531a7413a9e18287c6284ba79;CredSaT: Credibility Ranking of Users in Big Social Data incorporating Semantic Analysis and Temporal Factor
548d117da9ed45ceb7f5ce08ec2524a2;
54a1d45108c941dc86240a3d520e99da;GP-GAN: Towards Realistic High-Resolution Image Blending
54b45ceb86b247a7a8dde670580aea99;Prediction of Sea Surface Temperature using Long Short-Term Memory
54cf0677cd1445abb5a25863e64e7073;The Informativeness of $k$-Means and Dimensionality Reduction for Learning Mixture Models
54d004cf7ecd494b861aa6e98d8c19cf;State Representation Learning for Control: An Overview
54d3129bc43046d781f4d77597946d4f;Improved Semantic-Aware Network Embedding with Fine-Grained Word Alignment
54e6eb9f1626468bb60ebd2f741d36f1;Voids in the Cosmic Web as a probe of dark energy
54fe8e1af14d42cab77958158db1b168;Sparse covariance matrix estimation in high-dimensional deconvolution
5505dd739e664b44a661e0075b3b9fa4;Learning model-based planning from scratch
5511083a23ef4872b5c70f7260c350dc;
551b3cdc55c740d8899ccd24c6826f72;Video and Accelerometer-Based Motion Analysis for Automated Surgical Skills Assessment
552314f305344d1cb3074f53c829f87e;Compiling Deep Learning Models for Custom Hardware Accelerators
552bb26fe5e04b7aa5a8ff7b44724e90;Explaining Transition Systems through Program Induction
553f750e283b44fa897ff6736b8943e6;Dynamical Isometry is Achieved in Residual Networks in a Universal Way for any Activation Function
5547143bb40747509a82e7e283daf84f;Positivity of denominator vectors of cluster algebras
5548cd30abc44f6c9fd328d43e39870e;Adversarial Learning for Neural Dialogue Generation
554be45ee3af4ed38d5f39a2587f2aab;
55513e6168cc4ce18ed470a835bcaafe;Critical Learning Periods in Deep Neural Networks
556704df648346f29aa1ed6103f236a1;Tverberg type theorems for matroids
557119b6f81d4b61be158bc800045a9b;Rapid Near-Neighbor Interaction of High-dimensional Data via Hierarchical Clustering
55789c83924b4053b14c9bb8dae4eea2;The spectrum, radiation conditions and the Fredholm property for the Dirichlet Laplacian in a perforated plane with semi-infinite inclusions
55959adbbfab49beb889612de85e3189;Correspondences without a Core
559e90b8772241bfaa383ce0db52fb52;Adversarial Imitation via Variational Inverse Reinforcement Learning
55acf9a16780494cae5d2a9358e55367;
55aee24032d64fa18e935f6e1b6bb743;AP-initiated Multi-User Transmissions in IEEE 802.11ax WLANs
55bfdbb5ed9e417592b8cc02f07a2db8;Anyonic excitations of hardcore anyons
55d81c2e66f842d4a522da04478df280;Deep Residual Learning for Instrument Segmentation in Robotic Surgery
55d92699d4654166b1ef2d18f4195f86;On Corecursive Algebras for Functors Preserving Coproducts
55da08040bf344259f6e1ff687958b2f;Many-Body Localization: Stability and Instability
55e4e5779d214018b4e2bb16daab50cc;Learning Deep Visual Object Models From Noisy Web Data: How to Make it Work
55e4ea9e54c3498391d3d51e7e391e34;Variational Approaches for Auto-Encoding Generative Adversarial Networks
55f1f6f8498c4b69a871ea1d7bdf23c0;On spectral properties of high-dimensional spatial-sign covariance matrices in elliptical distributions with applications
55f65c4f45aa4dd38461cfdbee81974b;Random dynamics of two-dimensional stochastic second grade fluids
561423626f5c4da3a37df796560b0d1a;Converse passivity theorems
56407380db884f6bb2e6a2a1ecfdea24;Asynchronous Parallel Bayesian Optimisation via Thompson Sampling
564f828cb73841a384140b893046c5b2;Chaotic Dynamics of Inner Ear Hair Cells
565125288fe147f5929f0bfa66b7779e;Learning from various labeling strategies for suicide-related messages on social media: An experimental study
567214f598a045348f90c74bcb229bdc;Universal Conditional Machine
5673dbb17cf744b082024817ec7d4a63;Distributed Estimation of Principal Eigenspaces
568aef93d30a432aac8c11b407f4e3af;The Trees of Hanoi
56ab4ee8b6744d7eab3dca05d2575fe1;Extracting Build Changes with BUILDDIFF
56c273d0087f4b7e989e900791c75dd3;The Memory Function Formalism: A Review
56c8c48f624f4958b68454fb701863c5;Subspace Learning in The Presence of Sparse Structured Outliers and Noise
56d40f81b20547a6bbb5b0ab77abbf6b;Faster Rates for Policy Learning
56ed51fda7794b53ab36f2ad6b2b459a;Phonon-assisted oscillatory exciton dynamics in monolayer MoSe2
56f1b7dfd02948ebaa77b30b1746bee9;Schur $Q$-functions and the Capelli eigenvalue problem for the Lie superalgebra $\mathfrak q(n)$
56f2fed4af854cc7bdd9441ec8db984c;Computational Aspects of Optimal Strategic Network Diffusion
57040576fd954f99ba36ea52625e2f27;An efficient relativistic density-matrix renormalization group implementation in a matrix-product formulation
572688ff8fdc477da2e495644029dc83;
572df575e64b4c509acb44f1dfcc5dd5;Satellite conjunction analysis and the false confidence theorem
572fea84f2744b6ba72b9ddd31d3b2da;EE-Grad: Exploration and Exploitation for Cost-Efficient Mini-Batch SGD
573a7ac1b79f432b96f4d32661450ffe;
